1.6, 10, 1000, 1
1.6, 10, 1000, 2
1.6, 10, 1000, 3
1.6, 10, 1000, 4
1.6, 10, 1000, 5
1.6, 10, 1000, 6
1.6, 10, 1000, 7
1.6, 10, 1000, 8
1.6, 10, 1000, 9
1.6, 10, 1000, 10
1.6, 20, 1000, 1
1.6, 20, 1000, 2
1.6, 20, 1000, 3
1.6, 20, 1000, 4
1.6, 20, 1000, 5
1.6, 20, 1000, 6
1.6, 20, 1000, 7
1.6, 20, 1000, 8
1.6, 20, 1000, 9
1.6, 20, 1000, 10
1.6, 50, 1000, 1
1.6, 50, 1000, 2
1.6, 50, 1000, 3
1.6, 50, 1000, 4
1.6, 50, 1000, 5
1.6, 50, 1000, 6
1.6, 50, 1000, 7
1.6, 50, 1000, 8
1.6, 50, 1000, 9
1.6, 50, 1000, 10
1.6, 100, 1000, 1
1.6, 100, 1000, 2
1.6, 100, 1000, 3
1.6, 100, 1000, 4
1.6, 100, 1000, 5
1.6, 100, 1000, 6
1.6, 100, 1000, 7
1.6, 100, 1000, 8
1.6, 100, 1000, 9
1.6, 100, 1000, 10
1.7, 10, 1000, 1
1.7, 10, 1000, 2
1.7, 10, 1000, 3
1.7, 10, 1000, 4
1.7, 10, 1000, 5
1.7, 10, 1000, 6
1.7, 10, 1000, 7
1.7, 10, 1000, 8
1.7, 10, 1000, 9
1.7, 10, 1000, 10
1.7, 20, 1000, 1
1.7, 20, 1000, 2
1.7, 20, 1000, 3
1.7, 20, 1000, 4
1.7, 20, 1000, 5
1.7, 20, 1000, 6
1.7, 20, 1000, 7
1.7, 20, 1000, 8
1.7, 20, 1000, 9
1.7, 20, 1000, 10
1.7, 50, 1000, 1
1.7, 50, 1000, 2
1.7, 50, 1000, 3
1.7, 50, 1000, 4
1.7, 50, 1000, 5
1.7, 50, 1000, 6
1.7, 50, 1000, 7
1.7, 50, 1000, 8
1.7, 50, 1000, 9
1.7, 50, 1000, 10
1.7, 100, 1000, 1
1.7, 100, 1000, 2
1.7, 100, 1000, 3
1.7, 100, 1000, 4
1.7, 100, 1000, 5
1.7, 100, 1000, 6
1.7, 100, 1000, 7
1.7, 100, 1000, 8
1.7, 100, 1000, 9
1.7, 100, 1000, 10
2.1, 10, 1000, 1
2.1, 10, 1000, 2
2.1, 10, 1000, 3
2.1, 10, 1000, 4
2.1, 10, 1000, 5
2.1, 10, 1000, 6
2.1, 10, 1000, 7
2.1, 10, 1000, 8
2.1, 10, 1000, 9
2.1, 10, 1000, 10
2.1, 20, 1000, 1
2.1, 20, 1000, 2
2.1, 20, 1000, 3
2.1, 20, 1000, 4
2.1, 20, 1000, 5
2.1, 20, 1000, 6
2.1, 20, 1000, 7
2.1, 20, 1000, 8
2.1, 20, 1000, 9
2.1, 20, 1000, 10
2.1, 50, 1000, 1
2.1, 50, 1000, 2
2.1, 50, 1000, 3
2.1, 50, 1000, 4
2.1, 50, 1000, 5
2.1, 50, 1000, 6
2.1, 50, 1000, 7
2.1, 50, 1000, 8
2.1, 50, 1000, 9
2.1, 50, 1000, 10
2.1, 100, 1000, 1
2.1, 100, 1000, 2
2.1, 100, 1000, 3
2.1, 100, 1000, 4
2.1, 100, 1000, 5
2.1, 100, 1000, 6
2.1, 100, 1000, 7
2.1, 100, 1000, 8
2.1, 100, 1000, 9
2.1, 100, 1000, 10
2.5, 10, 1000, 1
2.5, 10, 1000, 2
2.5, 10, 1000, 3
2.5, 10, 1000, 4
2.5, 10, 1000, 5
2.5, 10, 1000, 6
2.5, 10, 1000, 7
2.5, 10, 1000, 8
2.5, 10, 1000, 9
2.5, 10, 1000, 10
2.5, 20, 1000, 1
2.5, 20, 1000, 2
2.5, 20, 1000, 3
2.5, 20, 1000, 4
2.5, 20, 1000, 5
2.5, 20, 1000, 6
2.5, 20, 1000, 7
2.5, 20, 1000, 8
2.5, 20, 1000, 9
2.5, 20, 1000, 10
2.5, 50, 1000, 1
2.5, 50, 1000, 2
2.5, 50, 1000, 3
2.5, 50, 1000, 4
2.5, 50, 1000, 5
2.5, 50, 1000, 6
2.5, 50, 1000, 7
2.5, 50, 1000, 8
2.5, 50, 1000, 9
2.5, 50, 1000, 10
2.5, 100, 1000, 1
2.5, 100, 1000, 2
2.5, 100, 1000, 3
2.5, 100, 1000, 4
2.5, 100, 1000, 5
2.5, 100, 1000, 6
2.5, 100, 1000, 7
2.5, 100, 1000, 8
2.5, 100, 1000, 9
2.5, 100, 1000, 10
2.9, 10, 1000, 1
2.9, 10, 1000, 2
2.9, 10, 1000, 3
2.9, 10, 1000, 4
2.9, 10, 1000, 5
2.9, 10, 1000, 6
2.9, 10, 1000, 7
2.9, 10, 1000, 8
2.9, 10, 1000, 9
2.9, 10, 1000, 10
2.9, 20, 1000, 1
2.9, 20, 1000, 2
2.9, 20, 1000, 3
2.9, 20, 1000, 4
2.9, 20, 1000, 5
2.9, 20, 1000, 6
2.9, 20, 1000, 7
2.9, 20, 1000, 8
2.9, 20, 1000, 9
2.9, 20, 1000, 10
2.9, 50, 1000, 1
2.9, 50, 1000, 2
2.9, 50, 1000, 3
2.9, 50, 1000, 4
2.9, 50, 1000, 5
2.9, 50, 1000, 6
2.9, 50, 1000, 7
2.9, 50, 1000, 8
2.9, 50, 1000, 9
2.9, 50, 1000, 10
2.9, 100, 1000, 1
2.9, 100, 1000, 2
2.9, 100, 1000, 3
2.9, 100, 1000, 4
2.9, 100, 1000, 5
2.9, 100, 1000, 6
2.9, 100, 1000, 7
2.9, 100, 1000, 8
2.9, 100, 1000, 9
2.9, 100, 1000, 10
